ID	Z_meta	P_meta	Direction	HetISq	HetPVal	FDR_meta	TargetFullName	Target	EntrezGeneSymbol	MODEL_AFA	Rsq_AFA	Z_AFA	P_AFA	FDR_AFA	MODEL_CHN	Rsq_CHN	Z_CHN	P_CHN	FDR_CHN	MODEL_CAU	Rsq_CAU	Z_CAU	P_CAU	FDR_CAU	MODEL_HIS	Rsq_HIS	Z_HIS	P_HIS	FDR_HIS
seq.5982.50	3.209	0.001333	+++-	0	0.6956	0.04154	Complement factor H-related protein 1	FHR1	CFHR1	enet	0.23	1.91	0.0559	0.604189189189189	lasso	0.09	0.857	0.391	0.926533073929961	lasso	0.25	2.71	0.00674	0.055159797979798	lasso	0.19	-0.0872	0.931	0.989177168272795
seq.11163.7	3.207	0.00134	?+??	0	1	0.04154	Protein FAM162B	F162B	FAM162B	NA	NA	NA	NA	NA	top1	0.043	3.21	0.00134	0.0906733333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.3201.49	3.171	0.00152	?+??	0	1	0.0466078260869565	Kallikrein-5	kallikrein 5	KLK5	NA	NA	NA	NA	NA	enet	0.021	3.17	0.00152	0.092568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.22569.55	3.137	0.001705	++++	0	0.525	0.0513181914893617	TGF-beta receptor type-1	TGFR-1	TGFBR1	enet	0.22	0.317	0.751	0.966509207365893	lasso	0.29	2.38	0.0174	0.425105882352941	lasso	0.38	2.49	0.0127	0.0703086111111111	top1	0.24	0.333	0.739	0.989177168272795
seq.8007.19	-3.136	0.00171	+---	38.6	0.1802	0.0513181914893617	Cathepsin B	Cathepsin B	CTSB	blup	0.076	0.0687	0.945	0.980806833114323	lasso	0.11	-0.0662	0.947	0.986247440273038	lasso	0.19	-3.12	0.00183	0.0499615068493151	top1	0.089	-2.24	0.0253	0.761604166666667
seq.9337.43	-3.127	0.001765	-?-?	50.7	0.1542	0.0524112105263158	Protachykinin-1	TKN1	TAC1	lasso	0.041	-2.34	0.0192	0.459054545454545	NA	NA	NA	NA	NA	lasso	0.033	-2.51	0.0119	0.06718611898017	NA	NA	NA	NA	NA
seq.2911.27	3.099	0.00194	??+?	0	1	0.0570077083333333	Midkine	Midkine	MDK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.015	3.1	0.00194	0.0508739473684211	NA	NA	NA	NA	NA
seq.18387.7	3.09	0.002	??+?	0	1	0.0581649484536082	Hsc70-interacting protein	suppression of tumorigenicity 13	ST13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.02	3.09	0.002	0.0511025641025641	NA	NA	NA	NA	NA
seq.15602.43	3.077	0.002088	++++	0	0.5811	0.0601045714285714	Interleukin-6 receptor subunit alpha	IL-6 sRa	IL6R	lasso	0.45	2.23	0.0256	0.492185714285714	lasso	0.69	0.772	0.44	0.944247557003257	enet	0.72	2.36	0.0185	0.0894915048543689	lasso	0.63	0.549	0.583	0.977527141133896
seq.15370.5	3.069	0.002149	?++-	27.3	0.2528	0.0612356464646465	BolA-like protein 1	BOLA1	BOLA1	NA	NA	NA	NA	NA	top1	0.091	2	0.046	0.651488372093023	lasso	0.2	2.75	0.00604	0.055159797979798	top1	0.053	-0.805	0.421	0.949429477020602
seq.8329.166	-3.065	0.00218	??-?	0	1	0.0614978	Cadherin-12:Cytoplasmic domain	Cadherin-12:CD	CDH12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.047	-3.06	0.00218	0.0532276829268293	NA	NA	NA	NA	NA
seq.18432.32	3.054	0.002261	??+-	20.3	0.2628	0.0629932038834951	Ras-related protein Ral-B	RALB	RALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.011	3.22	0.0013	0.0381014705882353	lasso	0.026	-0.486	0.627	0.989038461538462
seq.13954.9	3.05	0.002292	??+-	0	0.3308	0.0629932038834951	Glucosamine 6-phosphate N-acetyltransferase	GNA1	GNPNAT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.032	3.18	0.00146	0.0421707246376812	enet	0.088	-0.342	0.732	0.989177168272795
seq.15325.14	-3.048	0.0023	??-?	0	1	0.0629932038834951	Neuromodulin	NEUM	GAP43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.011	-3.05	0.0023	0.0550447619047619	NA	NA	NA	NA	NA
seq.9241.40	-3.043	0.002346	??--	0	0.3577	0.0633784666666667	Signal-regulatory protein gamma	SIRPG	SIRPG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.02	-2.8	0.00516	0.055159797979798	enet	0.1	-1.51	0.131	0.884545454545455
seq.14102.6	-3.041	0.002359	----	0	0.9822	0.0633784666666667	Granulysin	Granulysin	GNLY	enet	0.42	-0.889	0.374	0.945287539936102	enet	0.13	-0.953	0.341	0.903592190889371	lasso	0.33	-2.77	0.00553	0.055159797979798	enet	0.32	-0.153	0.879	0.989177168272795
seq.2692.74	3.034	0.002415	-++-	49.4	0.1153	0.0642708962264151	Phospholipase A2, membrane associated	NPS-PLA2	PLA2G2A	enet	0.12	-0.967	0.334	0.933975265017668	top1	0.089	0.82	0.412	0.929288888888889	enet	0.27	3.61	0.000306	0.0128714583333333	lasso	0.18	-0.7	0.484	0.953709468223087
seq.19254.125	-3.018	0.002544	----	14.4	0.3199	0.066243125	GMP reductase 1	GMPR1	GMPR	top1	0.15	-0.167	0.868	0.968118384401114	lasso	0.15	-2	0.0459	0.651488372093023	top1	0.57	-2.23	0.0256	0.113379555555556	lasso	0.51	-1.9	0.0571	0.77648275862069
seq.7089.42	-3.016	0.00256	??-?	0	1	0.066243125	Synaptotagmin-11	SYT11	SYT11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.012	-3.02	0.00256	0.055159797979798	NA	NA	NA	NA	NA
seq.3218.8	3.014	0.002577	+?+?	0	0.7603	0.066243125	Glutamate carboxypeptidase 2	PSMA	FOLH1	blup	0.08	0.665	0.506	0.966509207365893	NA	NA	NA	NA	NA	lasso	0.058	2.96	0.00312	0.055159797979798	NA	NA	NA	NA	NA
seq.8092.29	3.013	0.002587	++++	0	0.5904	0.066243125	Interleukin-6 receptor subunit alpha	IL-6 sRa	IL6R	enet	0.43	2.2	0.028	0.502090909090909	lasso	0.7	0.73	0.465	0.944247557003257	enet	0.72	2.33	0.0199	0.093982701421801	enet	0.62	0.458	0.647	0.989177168272795
seq.20444.12	3.008	0.00263	+???	0	1	0.066243125	Tubulin polymerization-promoting protein family member 3	TPPP3	TPPP3	top1	0.071	3.01	0.00263	0.1729225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.12800.5	3.008	0.00263	+???	0	1	0.066243125	Tubulin polymerization-promoting protein family member 2	TPPP2	TPPP2	top1	0.086	3.01	0.00263	0.1729225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.3166.92	-2.996	0.00274	-+--	0	0.6353	0.0678029824561403	Myeloid cell surface antigen CD33	Siglec-3	CD33	enet	0.23	-1.04	0.3	0.910384615384615	enet	0.47	0.127	0.899	0.986247440273038	lasso	0.46	-3.1	0.00197	0.0509897402597403	lasso	0.47	-0.112	0.91	0.989177168272795
seq.8967.6	2.996	0.00274	??+-	0	0.3985	0.0678029824561403	Dual specificity protein phosphatase 26	DUS26	DUSP26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.08	3.1	0.00191	0.0507550666666667	lasso	0.1	-0.228	0.82	0.989177168272795
seq.10082.251	2.985	0.002839	++++	0	0.8947	0.0696419043478261	Neurofilament light polypeptide	NFL	NEFL	lasso	0.43	0.745	0.457	0.966509207365893	enet	0.23	0.481	0.63	0.966423173803526	enet	0.43	2.95	0.00314	0.055159797979798	enet	0.29	0.0799	0.936	0.989177168272795
seq.3399.31	2.97	0.002978	+?+?	0	0.6776	0.0718398728813559	Stabilin-2	STAB2	STAB2	blup	0.062	0.546	0.585	0.966509207365893	NA	NA	NA	NA	NA	enet	0.046	2.95	0.00319	0.055159797979798	NA	NA	NA	NA	NA
seq.18934.50	-2.969	0.002985	-?-?	0	0.7457	0.0718398728813559	Protein-glutamine gamma-glutamyltransferase 2	Tissue transglutaminase	TGM2	blup	0.025	-0.633	0.527	0.966509207365893	NA	NA	NA	NA	NA	blup	0.015	-2.92	0.00351	0.055159797979798	NA	NA	NA	NA	NA
seq.3303.23	-2.967	0.003005	--??	0	0.6243	0.0718398728813559	Cystatin-M	Cystatin M	CST6	enet	0.05	-2.32	0.0204	0.466539130434783	top1	0.072	-1.91	0.0555	0.674928440366973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.13397.88	2.957	0.00311	+???	0	1	0.0723979590163934	Beta-defensin 4A	HBD-2	DEFB4A	enet	0.02	2.96	0.00311	0.188753076923077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.19356.20	2.955	0.003126	+?+?	0	0.6132	0.0723979590163934	TOM1-like protein 2	TM1L2	TOM1L2	enet	0.085	1.42	0.157	0.776633228840125	NA	NA	NA	NA	NA	top1	0.053	2.64	0.00822	0.055159797979798	NA	NA	NA	NA	NA
seq.8424.269	2.955	0.00313	??+?	0	1	0.0723979590163934	Catenin beta-1	b-Catenin	CTNNB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.04	2.95	0.00313	0.055159797979798	NA	NA	NA	NA	NA
seq.13552.7	2.955	0.003131	++++	0	0.9	0.0723979590163934	Switch-associated protein 70	SWP70	SWAP70	blup	0.11	1.25	0.211	0.823980295566502	top1	0.17	1.53	0.126	0.752294117647059	enet	0.092	2.31	0.0209	0.0968690697674418	top1	0.16	0.27	0.787	0.989177168272795
seq.23298.148	2.951	0.003164	++++	0	0.7777	0.0725662113821138	Acyl-coenzyme A thioesterase THEM4	THEM4	THEM4	top1	0.085	0.412	0.681	0.966509207365893	lasso	0.19	0.244	0.807	0.985826347305389	top1	0.15	2.93	0.00338	0.055159797979798	enet	0.11	0.995	0.32	0.921247563352827
seq.17154.2	2.948	0.003203	+?+?	0	0.7698	0.072601256	Prostaglandin E synthase 3	TEBP	PTGES3	top1	0.084	0.656	0.512	0.966509207365893	NA	NA	NA	NA	NA	lasso	0.064	2.89	0.00387	0.055159797979798	NA	NA	NA	NA	NA
seq.13464.8	2.946	0.003217	??++	0	0.5366	0.072601256	Nutritionally-regulated adipose and cardiac enriched protein homolog	NRAC	NRAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.029	2.76	0.00573	0.055159797979798	top1	0.055	1.19	0.232	0.906975
seq.4479.14	2.939	0.003293	+++-	0	0.4363	0.0730594921875	Plasma protease C1 inhibitor	C1-Esterase Inhibitor	SERPING1	top1	0.19	0.711	0.477	0.966509207365893	top1	0.24	0.528	0.597	0.960562747688243	lasso	0.32	3.11	0.00189	0.0507550666666667	top1	0.26	-0.96	0.337	0.921247563352827
seq.7808.5	2.939	0.003298	+++-	35.7	0.198	0.0730594921875	D-glucuronyl C5-epimerase	GLCE	GLCE	lasso	0.43	0.361	0.718	0.966509207365893	lasso	0.37	2.72	0.00652	0.29106	lasso	0.37	2.32	0.0205	0.0963596698113208	lasso	0.43	-0.633	0.527	0.953709468223087
seq.8427.118	2.937	0.003315	+?+-	64	0.0624	0.0730594921875	R-spondin-3	RSPO3	RSPO3	top1	0.066	2.53	0.0114	0.382748936170213	NA	NA	NA	NA	NA	enet	0.084	2.54	0.011	0.0647002898550725	top1	0.081	-1.14	0.253	0.906975
seq.11666.72	2.927	0.003419	+?+?	0	0.836	0.0747674341085271	Regulator of G-protein signaling 8	RGS8	RGS8	blup	0.063	0.73	0.465	0.966509207365893	NA	NA	NA	NA	NA	lasso	0.06	2.84	0.00448	0.055159797979798	NA	NA	NA	NA	NA
seq.10832.24	2.923	0.003468	+?++	18.7	0.2925	0.0748407089552239	Beta-1,4-galactosyltransferase 6	B4GT6	B4GALT6	blup	0.053	1.83	0.0668	0.604189189189189	NA	NA	NA	NA	NA	enet	0.12	2.18	0.0293	0.122678361344538	top1	0.059	1.7	0.089	0.847807947019868
seq.10966.1	-2.92	0.003496	?---	0	0.8531	0.0748407089552239	Alpha-2-HS-glycoprotein	a2-HS-Glycoprotein	AHSG	NA	NA	NA	NA	NA	lasso	0.7	-1.37	0.172	0.831202702702703	enet	0.74	-2.47	0.0136	0.073654347826087	enet	0.72	-0.945	0.345	0.931165048543689
seq.4224.7	2.916	0.003546	+?+?	0	0.6144	0.0748407089552239	Heterogeneous nuclear ribonucleoprotein Q	HNRPQ	SYNCRIP	enet	0.095	0.446	0.656	0.966509207365893	NA	NA	NA	NA	NA	enet	0.072	2.93	0.00344	0.055159797979798	NA	NA	NA	NA	NA
seq.4139.71	2.915	0.003552	++++	0	0.7479	0.0748407089552239	Interleukin-6 receptor subunit alpha	IL-6 sRa	IL6R	lasso	0.43	1.9	0.0572	0.604189189189189	enet	0.69	0.736	0.462	0.944247557003257	enet	0.71	2.31	0.0209	0.0968690697674418	lasso	0.61	0.477	0.633	0.989177168272795
seq.18233.10	2.915	0.003555	+?+?	18.9	0.2668	0.0748407089552239	Aspartate aminotransferase, mitochondrial	GOT2	GOT2	top1	0.14	1.98	0.0481	0.581307352941177	NA	NA	NA	NA	NA	blup	0.017	2.41	0.0158	0.0820036458333333	NA	NA	NA	NA	NA
seq.3199.54	2.907	0.003645	+?+?	0	0.7914	0.0752877272727273	Kallikrein-12	kallikrein 12	KLK12	blup	0.072	0.67	0.503	0.966509207365893	NA	NA	NA	NA	NA	lasso	0.059	2.84	0.00449	0.055159797979798	NA	NA	NA	NA	NA
seq.3391.10	2.902	0.00371	??+?	0	1	0.0752877272727273	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	PK3CG	PIK3CG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.068	2.9	0.00371	0.055159797979798	NA	NA	NA	NA	NA
seq.15475.4	2.901	0.003724	++++	0	0.4265	0.0752877272727273	Phospholipid transfer protein	PLTP	PLTP	enet	0.2	1.7	0.0884	0.614516299559471	blup	0.047	2.19	0.0286	0.521740298507463	lasso	0.14	1.79	0.0741	0.235161305732484	lasso	0.039	0.557	0.577	0.973337378640777
seq.24678.10	2.899	0.00374	+???	0	1	0.0752877272727273	Cell death regulator Aven	AVEN	AVEN	top1	0.019	2.9	0.00374	0.211669655172414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.22782.80	-2.895	0.00379	---+	0	0.4692	0.0752877272727273	Kinetochore protein Spc25	SPC25	SPC25	lasso	0.53	-0.557	0.577	0.966509207365893	top1	0.3	-1.23	0.22	0.8449875	lasso	0.48	-2.85	0.0044	0.055159797979798	top1	0.36	0.993	0.32	0.921247563352827
seq.3450.4	2.888	0.003877	+?+?	0	0.8003	0.0752877272727273	Kallikrein-6	Kallikrein 6	KLK6	blup	0.076	0.674	0.5	0.966509207365893	NA	NA	NA	NA	NA	enet	0.067	2.82	0.00481	0.055159797979798	NA	NA	NA	NA	NA
seq.5676.54	2.873	0.004063	+?+?	0	0.5516	0.0752877272727273	Agouti-signaling protein	ASIP	ASIP	top1	0.02	0.345	0.73	0.966509207365893	NA	NA	NA	NA	NA	top1	0.13	2.91	0.00357	0.055159797979798	NA	NA	NA	NA	NA
seq.7179.69	2.868	0.004129	+?++	0	0.8344	0.0752877272727273	Neurofascin	NFASC	NFASC	enet	0.073	1.15	0.251	0.862915032679739	NA	NA	NA	NA	NA	enet	0.086	2.48	0.0131	0.0721223756906077	lasso	0.057	1.06	0.291	0.921247563352827
seq.6617.12	2.868	0.004131	+?+?	0	0.7814	0.0752877272727273	Fc receptor-like protein 6	FCRL6	FCRL6	enet	0.066	0.646	0.519	0.966509207365893	NA	NA	NA	NA	NA	lasso	0.073	2.81	0.00498	0.055159797979798	NA	NA	NA	NA	NA
seq.12881.17	2.86	0.00424	??+?	0	1	0.0752877272727273	Retinol dehydrogenase 16	RDH16	RDH16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.059	2.86	0.00424	0.055159797979798	NA	NA	NA	NA	NA
seq.2693.20	2.857	0.004282	+?+?	0	0.6388	0.0752877272727273	Oncostatin-M	OSM	OSM	blup	0.073	0.46	0.646	0.966509207365893	NA	NA	NA	NA	NA	lasso	0.066	2.86	0.00426	0.055159797979798	NA	NA	NA	NA	NA
seq.20120.101	2.853	0.004327	-+++	10.3	0.3415	0.0752877272727273	Amphoterin-induced protein 1:Extracellular domain	AMGO1:ECD	AMIGO1	top1	0.12	-0.89	0.373	0.945287539936102	top1	0.17	1.05	0.294	0.864575539568345	lasso	0.26	2.97	0.003	0.055159797979798	lasso	0.2	0.884	0.376	0.946811594202899
seq.8048.9	2.853	0.004329	-?+-	81	0.005119	0.0752877272727273	Ferritin, mitochondrial	FTMT	FTMT	enet	0.22	-1.53	0.125	0.7101	NA	NA	NA	NA	NA	enet	0.2	3.84	0.000125	0.006228125	enet	0.096	-1.27	0.203	0.906975
seq.9759.13	2.85	0.00437	??+?	0	1	0.0752877272727273	Indoleamine 2,3-dioxygenase 1	INDO	IDO1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.052	2.85	0.00437	0.055159797979798	NA	NA	NA	NA	NA
seq.12754.14	2.847	0.004411	+?+?	0	0.6776	0.0752877272727273	Cold shock domain-containing protein C2	CSDC2	CSDC2	top1	0.033	1.29	0.195	0.801328125	NA	NA	NA	NA	NA	enet	0.039	2.57	0.0102	0.0643310126582279	NA	NA	NA	NA	NA
seq.3358.51	2.844	0.004462	+?+?	0	0.8799	0.0752877272727273	Cyclin-dependent kinase 5:Cyclin-dependent kinase 5 activator 1 complex	CDK5/p35	CDK5|CDK5R1	blup	0.066	0.758	0.449	0.966509207365893	NA	NA	NA	NA	NA	enet	0.068	2.75	0.00605	0.055159797979798	NA	NA	NA	NA	NA
seq.4801.13	2.843	0.004473	+?+?	0	0.6061	0.0752877272727273	Lactoperoxidase	PERL	LPO	lasso	0.14	0.412	0.681	0.966509207365893	NA	NA	NA	NA	NA	lasso	0.09	2.86	0.00424	0.055159797979798	NA	NA	NA	NA	NA
seq.19294.26	2.842	0.004484	+?+?	0	0.8675	0.0752877272727273	Cysteine-rich PDZ-binding protein	CRIPT	CRIPT	top1	0.068	1.06	0.29	0.904387351778656	NA	NA	NA	NA	NA	top1	0.076	2.64	0.00822	0.055159797979798	NA	NA	NA	NA	NA
seq.6104.1	2.842	0.004484	+?+?	0	0.8675	0.0752877272727273	Fibroblast growth factor receptor-like 1	FGRL1	FGFRL1	top1	0.083	1.06	0.29	0.904387351778656	NA	NA	NA	NA	NA	top1	0.052	2.64	0.00822	0.055159797979798	NA	NA	NA	NA	NA
seq.10472.53	2.84	0.004513	+?+?	0	0.8724	0.0752877272727273	Tumor necrosis factor receptor superfamily member 14	HVEM	TNFRSF14	top1	0.073	1.05	0.293	0.906576470588235	NA	NA	NA	NA	NA	top1	0.048	2.64	0.00822	0.055159797979798	NA	NA	NA	NA	NA
seq.12501.10	2.83	0.004661	+++-	0	0.8206	0.0752877272727273	Tubulin-specific chaperone A	TBCA	TBCA	enet	0.48	0.692	0.489	0.966509207365893	enet	0.29	0.331	0.74	0.984483660130719	enet	0.49	2.89	0.0039	0.055159797979798	enet	0.34	-0.0885	0.929	0.989177168272795
seq.22499.15	2.828	0.00469	??+?	0	1	0.0752877272727273	Mediator of RNA polymerase II transcription subunit 28	MED28	MED28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.047	2.83	0.00469	0.055159797979798	NA	NA	NA	NA	NA
seq.5030.52	-2.818	0.004827	?---	27.9	0.2499	0.0752877272727273	NAD-dependent protein deacetylase sirtuin-2	SIRT2	SIRT2	NA	NA	NA	NA	NA	blup	0.097	-1.65	0.0988	0.724930120481928	lasso	0.2	-2.04	0.0413	0.154719736842105	enet	0.11	-1.96	0.0504	0.761604166666667
seq.24055.44	2.817	0.00484	??+?	0	1	0.0752877272727273	Cleavage stimulation factor 50 kDa subunit	CSTF1	CSTF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.05	2.82	0.00484	0.055159797979798	NA	NA	NA	NA	NA
seq.23007.8	2.817	0.00484	??+?	0	1	0.0752877272727273	Junction plakoglobin	PLAK	JUP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.056	2.82	0.00484	0.055159797979798	NA	NA	NA	NA	NA
seq.14237.1	-2.815	0.004873	?---	14.3	0.3115	0.0752877272727273	Heat shock 70 kDa protein 1A	HSP 70	HSPA1A	NA	NA	NA	NA	NA	lasso	0.15	-1.25	0.21	0.841094462540717	enet	0.097	-2.19	0.0289	0.121771035940803	enet	0.13	-1.98	0.0479	0.761604166666667
seq.14043.12	2.814	0.004892	+?+?	0	0.9336	0.0752877272727273	Early endosome antigen 1	EEA1	EEA1	top1	0.064	0.971	0.332	0.933975265017668	NA	NA	NA	NA	NA	top1	0.05	2.64	0.00822	0.055159797979798	NA	NA	NA	NA	NA
seq.6172.7	2.813	0.00491	??+?	0	1	0.0752877272727273	PolyUbiquitin K63-linked	PolyUbiquitin K63	UBC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.045	2.81	0.00491	0.055159797979798	NA	NA	NA	NA	NA
seq.13624.17	-2.812	0.004926	?--?	0	0.6583	0.0752877272727273	NAD kinase	NADK	NADK	NA	NA	NA	NA	NA	enet	0.093	-1.42	0.156	0.808544680851064	top1	0.035	-2.47	0.0136	0.073654347826087	NA	NA	NA	NA	NA
seq.22858.3	2.81	0.00495	??+?	0	1	0.0752877272727273	Mitogen-activated protein kinase 6	MK06	MAPK6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.066	2.81	0.00495	0.055159797979798	NA	NA	NA	NA	NA
seq.10672.75	2.809	0.004967	?-++	22.7	0.2742	0.0752877272727273	Pulmonary surfactant-associated protein B	SP-B	SFTPB	NA	NA	NA	NA	NA	top1	0.14	-0.494	0.621	0.963285171102662	lasso	0.17	3.06	0.00219	0.0532276829268293	top1	0.12	0.924	0.356	0.937078651685393
seq.15573.110	2.809	0.004969	+-+?	69.9	0.036	0.0752877272727273	Neurocan core protein	CSPG3	NCAN	blup	0.013	0.191	0.848	0.968118384401114	top1	0.011	-1.29	0.196	0.831202702702703	top1	0.033	3.58	0.000341	0.01359226	NA	NA	NA	NA	NA
seq.2636.10	2.807	0.004995	+?+?	0	0.8071	0.0752877272727273	Tumor necrosis factor receptor superfamily member 3	Lymphotoxin b R	LTBR	blup	0.077	0.657	0.511	0.966509207365893	NA	NA	NA	NA	NA	lasso	0.07	2.74	0.00614	0.055159797979798	NA	NA	NA	NA	NA
seq.4965.27	2.806	0.00501	??+?	0	1	0.0752877272727273	ATP synthase subunit beta, mitochondrial	ATP synthase beta chain	ATP5F1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.055	2.81	0.00501	0.055159797979798	NA	NA	NA	NA	NA
seq.2723.9	2.806	0.005015	+?+?	0	0.5378	0.0752877272727273	Interleukin-37	IL-1F7	IL37	blup	0.069	0.304	0.761	0.966509207365893	NA	NA	NA	NA	NA	lasso	0.063	2.86	0.00428	0.055159797979798	NA	NA	NA	NA	NA
seq.14245.195	2.804	0.005049	??++	0	0.6026	0.0752877272727273	Sorting nexin-7	SNX7	SNX7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.049	2.64	0.00822	0.055159797979798	enet	0.016	1.07	0.284	0.921247563352827
seq.13094.75	2.803	0.005068	+++-	38.3	0.1821	0.0752877272727273	R-spondin-3	RSPO3	RSPO3	enet	0.04	2.89	0.00389	0.211669655172414	top1	0.051	0.618	0.536	0.960562747688243	top1	0.034	2	0.0455	0.16824025974026	enet	0.07	-0.0265	0.979	0.994158776402039
seq.18866.8	2.801	0.005089	+?+?	0	1	0.0752877272727273	Calcineurin subunit B type 2	CANB2	PPP3R2	blup	0.072	0.887	0.375	0.945287539936102	NA	NA	NA	NA	NA	blup	0.063	2.66	0.00788	0.055159797979798	NA	NA	NA	NA	NA
seq.2993.1	2.799	0.00513	??+?	0	1	0.0752877272727273	Interleukin-18 receptor accessory protein	IL-18 Rb	IL18RAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.024	2.8	0.00513	0.055159797979798	NA	NA	NA	NA	NA
seq.4476.22	2.797	0.005161	+?+?	0	0.5871	0.0752877272727273	Tyrosine-protein kinase ZAP-70	ZAP70	ZAP70	blup	0.079	0.371	0.711	0.966509207365893	NA	NA	NA	NA	NA	lasso	0.073	2.82	0.00473	0.055159797979798	NA	NA	NA	NA	NA
seq.6633.43	2.795	0.00519	??+?	0	1	0.0752877272727273	Uroplakin-3b-like protein	UPK3L	None	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.044	2.8	0.00519	0.055159797979798	NA	NA	NA	NA	NA
seq.23339.46	2.788	0.005297	+?+?	0	0.9949	0.0752877272727273	Transcription factor 24	TCF24	TCF24	top1	0.059	0.89	0.374	0.945287539936102	NA	NA	NA	NA	NA	top1	0.1	2.64	0.00822	0.055159797979798	NA	NA	NA	NA	NA
seq.16746.12	-2.785	0.00535	-???	0	1	0.0752877272727273	Activin B	Activin B	INHBB	lasso	0.033	-2.79	0.00535	0.255827272727273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.23385.18	-2.783	0.00538	??-?	0	1	0.0752877272727273	Cytosolic arginine sensor for mTORC1 subunit 1	CAST1	CASTOR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.064	-2.78	0.00538	0.055159797979798	NA	NA	NA	NA	NA
seq.7818.101	2.781	0.00542	??+?	0	1	0.0752877272727273	Guanylate-binding protein 6	GBP6	GBP6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.056	2.78	0.00542	0.055159797979798	NA	NA	NA	NA	NA
seq.16926.44	2.78	0.005436	??++	63.8	0.09651	0.0752877272727273	Alkaline phosphatase, tissue-nonspecific isozyme	Alkaline phosphatase, liver	ALPL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.066	2.39	0.0168	0.0852701265822785	top1	0.099	2.19	0.0289	0.761604166666667
seq.7696.3	2.779	0.00545	???+	0	1	0.0752877272727273	Next to BRCA1 gene 1 protein	NBR1	NBR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.026	2.78	0.00545	0.437077777777778
seq.13710.6	-2.775	0.005517	---+	0	0.4716	0.0752877272727273	Plasma protease C1 inhibitor	C1-Esterase Inhibitor	SERPING1	lasso	0.22	-0.582	0.561	0.966509207365893	top1	0.32	-0.619	0.536	0.960562747688243	enet	0.42	-2.93	0.0034	0.055159797979798	top1	0.32	0.96	0.337	0.921247563352827
seq.2871.73	2.773	0.005558	+?+?	0	0.723	0.0752877272727273	DNA repair protein RAD51 homolog 1	RAD51	RAD51	enet	0.066	0.542	0.588	0.966509207365893	NA	NA	NA	NA	NA	enet	0.063	2.74	0.0061	0.055159797979798	NA	NA	NA	NA	NA
seq.8018.43	-2.77	0.005603	?+-?	48.3	0.1643	0.0752877272727273	V-set and immunoglobulin domain-containing protein 2	VSIG2	VSIG2	NA	NA	NA	NA	NA	top1	0.19	0.308	0.758	0.985826347305389	top1	0.13	-3.08	0.00204	0.0514648101265823	NA	NA	NA	NA	NA
